Order_ID,Date,Region,Sales_Channel,Product_Line,Customer_Type,Quantity_Sold,Unit_Price_USD,Gross_Revenue_USD,Discount_Rate,Discount_Amount_USD,Net_Revenue_USD,COGS_USD,Gross_Profit_USD
ORD-2026-1176,2026-03-03,North America,Partner / Reseller,Data Storage Pro,SMB,3,1200,3600,0.13,468.0,3132.0,1368.14,1763.86
ORD-2026-1177,2026-03-06,Asia-Pacific,Partner / Reseller,API Integration Hub,SMB,10,8500,85000,0.08,6800.0,78200.0,23834.42,54365.58
ORD-2026-1178,2026-03-08,Europe,Online Portal,Enterprise Cybersecurity,Enterprise,2,8500,17000,0.13,2210.0,14790.0,4458.59,10331.41
ORD-2026-1179,2026-03-10,Middle East & Africa,Direct Sales,Cloud Analytics Suite,Enterprise,14,12000,168000,0.02,3360.0,164640.0,68233.59,96406.41
ORD-2026-1180,2026-03-13,North America,Direct Sales,Cloud Analytics Suite,Enterprise,11,12000,132000,0.13,17160.0,114840.0,45138.73,69701.26999999999
ORD-2026-1181,2026-03-15,North America,Direct Sales,Enterprise Cybersecurity,SMB,7,12000,84000,0.2,16800.0,67200.0,21977.15,45222.85
ORD-2026-1182,2026-03-18,North America,Online Portal,API Integration Hub,Enterprise,13,5000,65000,0.01,650.0,64350.0,29183.26,35166.740000000005
ORD-2026-1183,2026-03-20,Middle East & Africa,Partner / Reseller,Cloud Analytics Suite,Enterprise,13,8500,110500,0.2,22100.0,88400.0,28901.95,59498.05
ORD-2026-1184,2026-03-23,Latin America,Direct Sales,Cloud Analytics Suite,SMB,2,5000,10000,0.08,800.0,9200.0,3890.07,5309.93
ORD-2026-1185,2026-03-25,North America,Direct Sales,Data Storage Pro,Enterprise,3,1200,3600,0.17,612.0,2988.0,1608.25,1379.75
ORD-2026-1186,2026-03-27,Asia-Pacific,Online Portal,API Integration Hub,SMB,11,12000,132000,0.16,21120.0,110880.0,39314.35,71565.65
ORD-2026-1187,2026-03-30,Latin America,Direct Sales,Cloud Analytics Suite,Enterprise,7,5000,35000,0.11,3850.0,31150.0,9745.75,21404.25
ORD-2026-1188,2026-04-01,Europe,Online Portal,API Integration Hub,Enterprise,14,5000,70000,0.15,10500.0,59500.0,19199.39,40300.61
ORD-2026-1189,2026-04-04,Europe,Online Portal,Enterprise Cybersecurity,Enterprise,4,1200,4800,0.18,864.0,3936.0,1491.14,2444.8599999999997
ORD-2026-1190,2026-04-06,North America,Direct Sales,Network Infrastructure Soft,SMB,13,2500,32500,0.08,2600.0,29900.0,8781.8,21118.2
ORD-2026-1191,2026-04-09,North America,Direct Sales,Cloud Analytics Suite,SMB,14,8500,119000,0.07,8330.0,110670.0,46223.44,64446.56
ORD-2026-1192,2026-04-11,Latin America,Enterprise Sales,Data Storage Pro,SMB,1,2500,2500,0.13,325.0,2175.0,656.15,1518.85
ORD-2026-1193,2026-04-14,Middle East & Africa,Direct Sales,Enterprise Cybersecurity,Mid-Market,13,12000,156000,0.16,24960.0,131040.0,54893.97,76146.03
ORD-2026-1194,2026-04-16,Asia-Pacific,Direct Sales,API Integration Hub,SMB,14,5000,70000,0.15,10500.0,59500.0,31453.76,28046.24
ORD-2026-1195,2026-04-18,North America,Online Portal,Enterprise Cybersecurity,Enterprise,5,1200,6000,0.16,960.0,5040.0,2476.76,2563.24
ORD-2026-1196,2026-04-21,North America,Enterprise Sales,Cloud Analytics Suite,Enterprise,12,1200,14400,0.09,1296.0,13104.0,5371.83,7732.17
ORD-2026-1197,2026-04-23,Asia-Pacific,Enterprise Sales,API Integration Hub,SMB,9,8500,76500,0.16,12240.0,64260.0,23810.68,40449.32
ORD-2026-1198,2026-04-26,Latin America,Online Portal,Network Infrastructure Soft,Enterprise,8,2500,20000,0.02,400.0,19600.0,7495.58,12104.42
ORD-2026-1199,2026-04-28,Latin America,Direct Sales,Enterprise Cybersecurity,Enterprise,12,8500,102000,0.11,11220.0,90780.0,36251.65,54528.35
ORD-2026-1200,2026-05-01,Asia-Pacific,Direct Sales,Cloud Analytics Suite,Enterprise,9,5000,45000,0.0,0.0,45000.0,15084.75,29915.25
ORD-2026-1201,2026-05-03,Asia-Pacific,Online Portal,Data Storage Pro,Enterprise,10,8500,85000,0.06,5100.0,79900.0,23472.08,56427.92
ORD-2026-1202,2026-05-05,North America,Partner / Reseller,API Integration Hub,Enterprise,14,1200,16800,0.07,1176.0,15624.0,7178.99,8445.01
ORD-2026-1203,2026-05-08,North America,Partner / Reseller,Enterprise Cybersecurity,Mid-Market,9,1200,10800,0.08,864.0,9936.0,3671.53,6264.469999999999
ORD-2026-1204,2026-05-10,Latin America,Enterprise Sales,Enterprise Cybersecurity,Mid-Market,7,12000,84000,0.14,11760.0,72240.0,24269.66,47970.34
ORD-2026-1205,2026-05-13,Asia-Pacific,Direct Sales,Network Infrastructure Soft,SMB,4,12000,48000,0.08,3840.0,44160.0,15530.49,28629.510000000002
ORD-2026-1206,2026-05-15,North America,Partner / Reseller,Network Infrastructure Soft,SMB,5,5000,25000,0.09,2250.0,22750.0,8320.65,14429.35
ORD-2026-1207,2026-05-18,North America,Direct Sales,Data Storage Pro,Mid-Market,1,2500,2500,0.05,125.0,2375.0,1038.77,1336.23
ORD-2026-1208,2026-05-20,Asia-Pacific,Partner / Reseller,Data Storage Pro,Enterprise,14,8500,119000,0.07,8330.0,110670.0,47210.02,63459.98
ORD-2026-1209,2026-05-23,North America,Direct Sales,Cloud Analytics Suite,Mid-Market,1,5000,5000,0.05,250.0,4750.0,2019.3,2730.7
ORD-2026-1210,2026-05-25,North America,Direct Sales,Cloud Analytics Suite,Mid-Market,3,12000,36000,0.01,360.0,35640.0,9079.43,26560.57
ORD-2026-1211,2026-05-27,Europe,Direct Sales,Data Storage Pro,Enterprise,13,8500,110500,0.12,13260.0,97240.0,36822.0,60418.0
ORD-2026-1212,2026-05-30,Asia-Pacific,Partner / Reseller,Data Storage Pro,Mid-Market,14,12000,168000,0.13,21840.0,146160.0,58173.16,87986.84
ORD-2026-1213,2026-06-01,Asia-Pacific,Online Portal,API Integration Hub,Mid-Market,8,8500,68000,0.12,8160.0,59840.0,17261.01,42578.990000000005
ORD-2026-1214,2026-06-04,North America,Partner / Reseller,Network Infrastructure Soft,Mid-Market,14,2500,35000,0.09,3150.0,31850.0,10568.69,21281.309999999998
ORD-2026-1215,2026-06-06,Asia-Pacific,Enterprise Sales,Cloud Analytics Suite,Mid-Market,2,5000,10000,0.08,800.0,9200.0,4020.58,5179.42
ORD-2026-1216,2026-06-09,North America,Direct Sales,Network Infrastructure Soft,Enterprise,4,8500,34000,0.17,5780.0,28220.0,9432.35,18787.65
ORD-2026-1217,2026-06-11,North America,Direct Sales,Network Infrastructure Soft,Government,2,1200,2400,0.1,240.0,2160.0,856.95,1303.05
ORD-2026-1218,2026-06-13,Asia-Pacific,Online Portal,Data Storage Pro,SMB,14,1200,16800,0.1,1680.0,15120.0,4923.08,10196.92
ORD-2026-1219,2026-06-16,Asia-Pacific,Direct Sales,API Integration Hub,Enterprise,5,8500,42500,0.01,425.0,42075.0,10728.03,31346.97
ORD-2026-1220,2026-06-18,Latin America,Enterprise Sales,Enterprise Cybersecurity,SMB,9,8500,76500,0.07,5355.0,71145.0,22815.38,48329.619999999995
ORD-2026-1221,2026-06-21,Asia-Pacific,Direct Sales,API Integration Hub,Mid-Market,1,8500,8500,0.08,680.0,7820.0,3783.99,4036.01
ORD-2026-1222,2026-06-23,Europe,Enterprise Sales,API Integration Hub,SMB,5,1200,6000,0.08,480.0,5520.0,2461.84,3058.16
ORD-2026-1223,2026-06-26,North America,Direct Sales,Network Infrastructure Soft,SMB,14,1200,16800,0.12,2016.0,14784.0,7424.18,7359.82
ORD-2026-1224,2026-06-28,Europe,Online Portal,API Integration Hub,Mid-Market,9,8500,76500,0.11,8415.0,68085.0,26589.17,41495.83
ORD-2026-1225,2026-07-01,North America,Partner / Reseller,Cloud Analytics Suite,Enterprise,1,12000,12000,0.12,1440.0,10560.0,3263.37,7296.63
ORD-2026-1226,2026-07-03,North America,Enterprise Sales,Network Infrastructure Soft,Enterprise,9,12000,108000,0.15,16200.0,91800.0,38835.92,52964.08
ORD-2026-1227,2026-07-05,Middle East & Africa,Direct Sales,Cloud Analytics Suite,Mid-Market,8,2500,20000,0.16,3200.0,16800.0,6817.51,9982.49
ORD-2026-1228,2026-07-08,Europe,Partner / Reseller,Enterprise Cybersecurity,Mid-Market,4,5000,20000,0.14,2800.0,17200.0,8377.43,8822.57
ORD-2026-1229,2026-07-10,Latin America,Enterprise Sales,Network Infrastructure Soft,Enterprise,12,12000,144000,0.19,27360.0,116640.0,38824.78,77815.22
ORD-2026-1230,2026-07-13,Asia-Pacific,Partner / Reseller,Enterprise Cybersecurity,Enterprise,11,1200,13200,0.0,0.0,13200.0,4588.96,8611.04
ORD-2026-1231,2026-07-15,Asia-Pacific,Partner / Reseller,Network Infrastructure Soft,SMB,10,12000,120000,0.04,4800.0,115200.0,33601.17,81598.83
ORD-2026-1232,2026-07-18,Europe,Partner / Reseller,Data Storage Pro,Government,5,2500,12500,0.0,0.0,12500.0,3936.69,8563.31
ORD-2026-1233,2026-07-20,Europe,Partner / Reseller,API Integration Hub,Mid-Market,13,2500,32500,0.13,4225.0,28275.0,12917.82,15357.18
ORD-2026-1234,2026-07-22,Europe,Partner / Reseller,Data Storage Pro,Enterprise,5,5000,25000,0.18,4500.0,20500.0,8630.09,11869.91
ORD-2026-1235,2026-07-25,North America,Partner / Reseller,Enterprise Cybersecurity,Enterprise,11,12000,132000,0.05,6600.0,125400.0,42923.45,82476.55
ORD-2026-1236,2026-07-27,Asia-Pacific,Enterprise Sales,API Integration Hub,Enterprise,12,1200,14400,0.19,2736.0,11664.0,4736.09,6927.91
ORD-2026-1237,2026-07-30,North America,Direct Sales,Network Infrastructure Soft,Government,6,1200,7200,0.01,72.0,7128.0,2461.6,4666.4
ORD-2026-1238,2026-08-01,North America,Direct Sales,API Integration Hub,Enterprise,7,8500,59500,0.19,11305.0,48195.0,24216.7,23978.3
ORD-2026-1239,2026-08-04,Asia-Pacific,Enterprise Sales,Cloud Analytics Suite,Mid-Market,8,1200,9600,0.07,672.0,8928.0,4112.8,4815.2
ORD-2026-1240,2026-08-06,North America,Online Portal,API Integration Hub,Enterprise,14,5000,70000,0.02,1400.0,68600.0,30874.69,37725.31
ORD-2026-1241,2026-08-09,Middle East & Africa,Partner / Reseller,Cloud Analytics Suite,Mid-Market,8,5000,40000,0.1,4000.0,36000.0,16295.23,19704.77
ORD-2026-1242,2026-08-11,Middle East & Africa,Partner / Reseller,API Integration Hub,SMB,11,1200,13200,0.05,660.0,12540.0,4132.67,8407.33
ORD-2026-1243,2026-08-13,Middle East & Africa,Direct Sales,Cloud Analytics Suite,SMB,14,1200,16800,0.06,1008.0,15792.0,6512.13,9279.869999999999
ORD-2026-1244,2026-08-16,Europe,Direct Sales,Enterprise Cybersecurity,Enterprise,13,8500,110500,0.06,6630.0,103870.0,37296.03,66573.97
ORD-2026-1245,2026-08-18,North America,Partner / Reseller,Data Storage Pro,Enterprise,2,1200,2400,0.16,384.0,2016.0,722.24,1293.76
ORD-2026-1246,2026-08-21,Middle East & Africa,Direct Sales,Network Infrastructure Soft,Enterprise,9,8500,76500,0.11,8415.0,68085.0,31990.34,36094.66
ORD-2026-1247,2026-08-23,Europe,Partner / Reseller,API Integration Hub,Government,7,8500,59500,0.06,3570.0,55930.0,15332.27,40597.729999999996
ORD-2026-1248,2026-08-26,Middle East & Africa,Direct Sales,Data Storage Pro,SMB,4,1200,4800,0.12,576.0,4224.0,2065.69,2158.31
ORD-2026-1249,2026-08-28,Middle East & Africa,Enterprise Sales,Network Infrastructure Soft,Mid-Market,4,2500,10000,0.14,1400.0,8600.0,3422.95,5177.05
ORD-2026-1250,2026-08-31,Latin America,Enterprise Sales,Network Infrastructure Soft,Mid-Market,11,2500,27500,0.05,1375.0,26125.0,10379.61,15745.39
